CASTNO,HM_WT,AIM_S,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S
V91924,162,0.005,0.053,4.4,0.42,0.047,0.038,412,59,1388.3496882179193,10,7,0.009000000000000001
V91923,170,0.005,0.046,4.54,0.61,0.064,0.039,373,52,1370.0,10,5,0.006999999999999999
V91921,166,0.005,0.048,4.58,0.602,0.062,0.039,381,53,1430.0,9,6,0.01
V91920,173,0.005,0.045,4.59,0.49200000000000005,0.06,0.039,362,50,1442.0,9,5,0.01
V91917,158,0.005,0.046,4.61,0.345,0.044000000000000004,0.037000000000000005,365,53,1404.0,15,4,0.006999999999999999
V91919,153,0.005,0.040999999999999995,4.58,0.38799999999999996,0.055,0.04,356,49,1387.0,9,5,0.01
V91918,167,0.005,0.044000000000000004,4.67,0.511,0.055999999999999994,0.038,363,51,1417.0,9,5,0.009000000000000001
V91916,156,0.005,0.046,4.54,0.491,0.053,0.039,374,53,1378.0,9,6,0.011000000000000001
V91914,162,0.005,0.034,4.64,0.621,0.069,0.039,309,45,1341.0,10,4,0.006
V91913,165,0.005,0.027000000000000003,4.45,0.7829999999999999,0.079,0.04,339,46,1354.0,8,5,0.005
V91912,160,0.005,0.028999999999999998,4.58,0.5429999999999999,0.07,0.038,265,41,1417.0,8,4,0.01
V91911,160,0.005,0.03,4.59,0.631,0.07200000000000001,0.039,284,41,1392.0,10,3,0.006999999999999999
V91910,158,0.005,0.036000000000000004,4.62,0.444,0.06,0.039,332,45,1423.0,8,5,0.01
V91909,161,0.005,0.04,4.59,0.462,0.057,0.037000000000000005,347,48,1385.0,9,5,0.009000000000000001
V91908,168,0.005,0.042,4.67,0.516,0.061,0.035,360,51,1422.0,9,6,0.009000000000000001
V91906,167,0.005,0.039,4.61,0.41100000000000003,0.055,0.036000000000000004,345,48,1432.0,9,5,0.012
V91905,163,0.005,0.028999999999999998,4.58,0.555,0.07,0.039,301,42,1384.0,7,4,0.009000000000000001
V91904,165,0.005,0.028999999999999998,4.57,0.9,0.086,0.039,265,48,1428.0,9,4,0.004
V91903,169,0.005,0.035,4.54,0.578,0.071,0.038,320,45,1388.3496882179193,8,4,0.012
V91902,160,0.005,0.039,4.55,0.5489999999999999,0.067,0.035,339,50,1367.0,11,4,0.003
V91901,166,0.005,0.04,4.52,0.442,0.061,0.035,360,50,1388.0,9,6,0.008
V91900,161,0.005,0.038,4.57,0.5429999999999999,0.069,0.036000000000000004,344,48,1395.0,9,5,0.006
V91899,178,0.005,0.032,4.6,0.79,0.091,0.037000000000000005,327,45,1428.0,8,5,0.006999999999999999
V91898,174,0.005,0.034,4.59,0.534,0.067,0.036000000000000004,323,45,1468.0,9,5,0.006999999999999999
V91897,165,0.005,0.03,4.62,0.6559999999999999,0.075,0.037000000000000005,295,49,1382.0,10,4,0.004
V91896,173,0.005,0.032,4.6,0.774,0.08,0.037000000000000005,328,45,1324.0,7,6,0.009000000000000001
V91894,170,0.005,0.042,4.56,0.595,0.066,0.034,396,49,1381.0,11,4,0.008
V91893,163,0.005,0.027999999999999997,4.62,0.866,0.09300000000000001,0.037000000000000005,292,41,1401.0,8,4,0.004
V91892,178,0.005,0.027999999999999997,4.59,0.601,0.075,0.038,280,39,1386.0,9,3,0.006999999999999999
V91891,175,0.005,0.043,4.58,0.46,0.061,0.035,363,51,1374.0,10,5,0.013999999999999999
V91890,167,0.005,0.054000000000000006,4.56,0.348,0.043,0.031,400,57,1382.0,13,5,0.008
V91889,171,0.005,0.045,4.6,0.42,0.052000000000000005,0.034,359,51,1384.0,10,5,0.011000000000000001
V91888,163,0.005,0.046,4.57,0.37,0.051,0.032,366,52,1396.0,11,5,0.005
V91885,165,0.005,0.040999999999999995,4.55,0.562,0.069,0.036000000000000004,359,51,1386.0,9,5,0.005
V91884,167,0.005,0.033,4.52,0.6809999999999999,0.078,0.038,310,45,1404.0,10,4,0.004
V91883,164,0.005,0.036000000000000004,4.53,0.746,0.081,0.037000000000000005,331,46,1425.0,9,4,0.004
V91882,162,0.005,0.027000000000000003,4.44,0.85,0.095,0.040999999999999995,280,39,1374.0,9,3,0.008
V91880,172,0.005,0.032,4.71,0.71,0.085,0.040999999999999995,298,43,1393.0,9,4,0.004
V91877,170,0.005,0.035,4.52,0.611,0.079,0.04,320,45,1372.0,8,4,0.005
V91874,162,0.005,0.044000000000000004,4.56,0.51,0.069,0.038,364,51,1339.0,9,5,0.004
V91875,171,0.005,0.035,4.75,0.75,0.087,0.040999999999999995,318,46,1425.0,10,4,0.006
V91873,175,0.005,0.045,4.56,0.53,0.06,0.036000000000000004,351,58,1386.0,8,5,0.005
V91871,163,0.005,0.022000000000000002,4.54,1.28,0.12300000000000001,0.043,342,58,1423.0,9,5,0.006
V91869,160,0.005,0.055,4.54,0.51,0.061,0.037000000000000005,412,59,1396.0,13,5,0.005
V91868,164,0.005,0.051,4.44,0.49,0.05,0.035,394,55,1375.0,10,6,0.011000000000000001
V91866,167,0.005,0.042,4.58,0.48,0.063,0.036000000000000004,350,50,1384.0,11,5,0.005
V91863,172,0.005,0.034,4.63,0.45,0.064,0.037000000000000005,313,45,1386.0,8,5,0.009000000000000001
V91862,165,0.005,0.04,4.6,0.38,0.059000000000000004,0.038,342,48,1352.0,9,5,0.008
V91861,159,0.005,0.038,4.57,0.39,0.055999999999999994,0.038,332,48,1345.0,10,4,0.006999999999999999
V91859,160,0.005,0.018000000000000002,4.57,1.215,0.124,0.046,240,33,1409.0,6,3,0.004
V91855,160,0.005,0.024,4.57,1.037,0.11800000000000001,0.047,269,37,1452.0,6,4,0.009000000000000001
V91852,162,0.005,0.035,4.56,0.574,0.07,0.039,316,46,1414.0,10,4,0.005
V91851,178,0.005,0.027999999999999997,4.57,0.525,0.071,0.039,287,41,1390.0,8,4,0.008
V91850,162,0.005,0.033,4.56,0.494,0.069,0.036000000000000004,307,45,1401.0,9,4,0.004
V91848,163,0.005,0.031,4.58,0.6809999999999999,0.078,0.038,318,47,1402.0,9,4,0.006999999999999999
V91847,159,0.005,0.024,4.56,0.688,0.087,0.040999999999999995,269,40,1334.0,7,4,0.006999999999999999
V91844,164,0.005,0.053,4.55,0.324,0.042,0.033,404,58,1341.0,12,6,0.01
V91845,163,0.005,0.044000000000000004,4.59,0.37799999999999995,0.053,0.035,374,53,1341.0,10,5,0.008
V91843,163,0.005,0.038,4.58,0.381,0.051,0.036000000000000004,336,47,1328.0,9,5,0.009000000000000001
V91842,164,0.005,0.035,4.56,0.485,0.06,0.038,318,46,1358.0,10,4,0.006
V91840,166,0.005,0.07,4.15,0.521,0.042,0.032,503,72,1302.0,16,7,0.006999999999999999
V91837,164,0.005,0.031,4.56,0.647,0.085,0.04,299,42,1400.0,9,4,0.006
V91834,164,0.005,0.051,4.52,0.485,0.06,0.036000000000000004,305,55,1345.0,9,5,0.006
V91831,167,0.005,0.039,4.51,0.5529999999999999,0.068,0.036000000000000004,346,48,1433.0,9,5,0.008
V91829,172,0.005,0.03,4.57,0.62,0.083,0.040999999999999995,301,42,1362.0,8,4,0.006
V91827,162,0.005,0.032,4.62,0.515,0.068,0.039,320,45,1406.0,9,5,0.004
V91826,164,0.005,0.035,4.6,0.545,0.068,0.038,321,47,1424.0,9,5,0.004
V91824,164,0.005,0.049,4.6,0.56,0.064,0.037000000000000005,386,60,1391.0,11,6,0.004
V91823,173,0.005,0.031,4.4,0.66,0.069,0.039,320,45,1352.0,10,5,0.003
V91822,165,0.005,0.031,4.62,0.62,0.064,0.036000000000000004,307,49,1400.0,8,5,0.006999999999999999
V91817,165,0.005,0.043,4.41,0.9,0.094,0.042,364,51,1369.0,10,5,0.005
V91816,168,0.005,0.042,4.49,0.85,0.08,0.038,357,51,1363.0,10,5,0.006999999999999999
V91815,178,0.005,0.04,4.45,0.5,0.052000000000000005,0.034,348,49,1397.0,9,5,0.008
V91813,176,0.005,0.032,4.58,0.452,0.066,0.032,316,44,1367.0,8,5,0.008
V91811,165,0.005,0.028999999999999998,4.61,0.56,0.07200000000000001,0.038,291,42,1428.0,8,4,0.006
V91810,167,0.005,0.032,4.55,0.55,0.071,0.038,309,43,1432.0,8,4,0.011000000000000001
V91809,166,0.005,0.04,4.6,0.617,0.07200000000000001,0.034,344,48,1407.0,9,5,0.006999999999999999
V91808,160,0.005,0.049,4.55,0.71,0.071,0.032,386,55,1368.0,10,6,0.009000000000000001
V91806,167,0.005,0.037000000000000005,4.56,0.529,0.066,0.018000000000000002,333,48,1402.0,8,5,0.009000000000000001
V91805,164,0.005,0.040999999999999995,4.6,0.503,0.063,0.031,348,48,1449.0,8,5,0.012
V91800,170,0.005,0.039,4.48,0.5870000000000001,0.07,0.026000000000000002,337,47,1388.3496882179193,8,5,0.006999999999999999
V91799,170,0.005,0.038,4.56,0.599,0.07200000000000001,0.037000000000000005,329,46,1372.0,9,5,0.008
V91794,163,0.005,0.033,4.67,0.58,0.07200000000000001,0.037000000000000005,372,55,1388.3496882179193,9,6,0.006
V91792,165,0.005,0.037000000000000005,4.59,0.55,0.07200000000000001,0.034,329,47,1399.0,9,5,0.006999999999999999
V91790,165,0.005,0.039,4.61,0.57,0.068,0.026000000000000002,343,48,1404.0,8,5,0.01
V91788,163,0.005,0.042,4.58,0.51,0.067,0.034,357,50,1388.0,10,5,0.01
V91787,165,0.005,0.047,4.49,0.55,0.065,0.035,383,57,1413.0,9,6,0.006
V91784,167,0.005,0.055999999999999994,4.6,0.414,0.046,0.027000000000000003,426,59,1350.0,11,6,0.013999999999999999
V91783,172,0.005,0.065,4.67,0.484,0.05,0.027999999999999997,862,26,1295.0,20,3,0.006999999999999999
V91778,165,0.005,0.043,4.47,0.605,0.071,0.037000000000000005,359,50,1372.0,10,5,0.011000000000000001
V91777,168,0.005,0.055,4.43,0.365,0.048,0.033,420,59,1345.0,10,7,0.013999999999999999
V91772,170,0.005,0.07,4.33,0.35600000000000004,0.039,0.033,509,72,1404.0,14,8,0.01
V91770,166,0.005,0.053,4.35,0.40299999999999997,0.04,0.034,407,57,1358.0,11,6,0.013999999999999999
V91764,165,0.005,0.063,4.56,0.314,0.028999999999999998,0.028999999999999998,448,63,1432.0,10,7,0.016
V91763,171,0.005,0.083,4.59,0.23399999999999999,0.026000000000000002,0.027000000000000003,754,81,1337.0,17,9,0.006
V91761,165,0.005,0.08,4.45,0.385,0.027999999999999997,0.028999999999999998,555,79,1360.0,15,9,0.009000000000000001
V91759,166,0.005,0.051,4.54,0.775,0.069,0.034,400,57,1388.3496882179193,10,6,0.01
V91757,161,0.005,0.095,4.15,0.26,0.022000000000000002,0.027999999999999997,629,89,1335.0,16,10,0.006999999999999999
V91756,168,0.005,0.086,4.22,0.3,0.03,0.028999999999999998,581,82,1321.0,16,9,0.005
V91755,167,0.005,0.053,4.53,0.376,0.049,0.021,408,58,1352.0,10,6,0.012
V91754,164,0.005,0.052000000000000005,4.56,0.537,0.054000000000000006,0.035,401,57,1372.0,10,6,0.013999999999999999
V91753,169,0.005,0.051,4.55,0.47200000000000003,0.057,0.033,440,61,1359.0,10,7,0.008
V91752,164,0.005,0.053,4.56,0.461,0.057,0.034,399,57,1374.0,10,6,0.008
V91751,164,0.005,0.013999999999999999,4.59,0.46,0.054000000000000006,0.035,395,56,1358.0,10,6,0.003
V91750,172,0.005,0.043,4.55,0.48,0.059000000000000004,0.035,357,50,1361.0,10,5,0.011000000000000001
V91749,166,0.005,0.03,4.62,0.652,0.083,0.043,306,41,1383.0,8,4,0.005
V91748,164,0.005,0.037000000000000005,4.56,0.585,0.075,0.038,333,47,1353.0,9,5,0.006999999999999999
V91747,171,0.005,0.044000000000000004,4.51,0.5720000000000001,0.067,0.035,360,50,1366.0,9,5,0.006
V91746,175,0.005,0.04,4.6,0.52,0.069,0.037000000000000005,342,48,1394.0,9,6,0.011000000000000001
V91745,168,0.005,0.048,4.54,0.522,0.063,0.036000000000000004,380,54,1428.0,10,6,0.005
V91744,176,0.005,0.055,4.52,0.38,0.045,0.031,416,61,1395.0,11,7,0.009000000000000001
V91740,161,0.005,0.045,4.68,0.40299999999999997,0.054000000000000006,0.036000000000000004,373,50,1414.0,10,5,0.01
V91739,164,0.005,0.045,4.6,0.652,0.073,0.037000000000000005,370,52,1440.0,9,6,0.01
V91738,161,0.005,0.042,4.67,0.595,0.069,0.036000000000000004,355,50,1389.0,9,5,0.008
V91736,163,0.005,0.033,4.67,0.46,0.068,0.036000000000000004,309,43,1407.0,8,5,0.015
V91734,163,0.005,0.043,4.64,0.488,0.062,0.035,394,59,1348.0,11,6,0.008
V91730,163,0.005,0.044000000000000004,4.58,0.625,0.07,0.036000000000000004,360,52,1311.0,9,5,0.004
V91729,164,0.005,0.047,4.57,0.475,0.057999999999999996,0.033,380,53,1383.0,10,6,0.012
V91727,170,0.005,0.03,4.58,0.774,0.08900000000000001,0.039,295,41,1373.0,7,4,0.006999999999999999
V91723,164,0.005,0.035,4.59,0.647,0.073,0.036000000000000004,324,46,1392.0,8,5,0.006
V91722,168,0.005,0.039,4.58,0.6509999999999999,0.077,0.037000000000000005,369,48,1402.0,10,6,0.005
V91720,160,0.005,0.034,4.58,0.654,0.079,0.037000000000000005,319,46,1364.0,8,5,0.006999999999999999
V91716,163,0.005,0.037000000000000005,4.62,0.52,0.061,0.039,322,45,1364.0,8,5,0.006999999999999999
V91714,173,0.005,0.033,4.59,0.654,0.081,0.037000000000000005,323,47,1376.0,8,5,0.011000000000000001
V91712,162,0.005,0.036000000000000004,4.57,0.58,0.07200000000000001,0.039,327,46,1459.0,8,5,0.01
V91711,168,0.005,0.038,4.6,0.537,0.068,0.038,331,47,1401.0,10,5,0.006
V91709,162,0.005,0.042,4.55,0.43,0.059000000000000004,0.037000000000000005,344,49,1370.0,9,6,0.009000000000000001
V91708,166,0.005,0.038,4.56,0.419,0.055999999999999994,0.038,333,47,1339.0,9,5,0.011000000000000001
V91706,158,0.005,0.040999999999999995,4.55,0.675,0.073,0.034,345,48,1373.0,10,5,0.008
V91705,166,0.005,0.05,4.5,0.77,0.07400000000000001,0.033,395,56,1453.0,11,6,0.006
V91704,164,0.005,0.040999999999999995,4.55,0.46,0.057999999999999996,0.035,344,48,1468.0,10,5,0.008
V91702,162,0.005,0.03,4.6,0.55,0.07,0.038,297,42,1374.0,8,5,0.008
V91701,165,0.005,0.039,4.6,0.47200000000000003,0.06,0.037000000000000005,339,47,1452.0,10,5,0.006999999999999999
V91700,172,0.005,0.033,4.6,0.573,0.067,0.037000000000000005,321,43,1380.0,9,5,0.006999999999999999
V91698,162,0.005,0.036000000000000004,4.62,0.58,0.073,0.037000000000000005,328,47,1370.0,9,5,0.006
V91697,162,0.005,0.032,4.56,0.65,0.07,0.038,299,42,1420.0,9,5,0.008
V91696,164,0.005,0.027999999999999997,4.64,0.542,0.078,0.04,339,35,1379.0,8,4,0.004
V91695,166,0.005,0.028999999999999998,4.63,0.563,0.077,0.04,289,41,1388.3496882179193,8,4,0.006
V91694,170,0.005,0.034,4.61,0.502,0.066,0.038,336,43,1372.0,9,5,0.008
V91693,173,0.005,0.035,4.58,0.54,0.068,0.035,320,45,1369.0,9,5,0.008
V91692,163,0.005,0.04,4.62,0.565,0.069,0.035,343,48,1388.3496882179193,9,5,0.008
V91689,168,0.005,0.036000000000000004,4.62,0.5,0.068,0.038,321,47,1503.0,10,5,0.005
V91685,157,0.005,0.038,4.48,0.428,0.06,0.037000000000000005,331,47,1487.0,10,5,0.008
V91683,165,0.005,0.046,4.54,0.58,0.066,0.037000000000000005,365,52,1331.0,11,6,0.006999999999999999
V91681,162,0.005,0.042,4.58,0.42,0.06,0.036000000000000004,349,51,1388.3496882179193,11,5,0.006999999999999999
V91680,169,0.005,0.037000000000000005,4.52,0.49,0.062,0.037000000000000005,327,46,1386.0,10,5,0.005
V91678,168,0.005,0.033,4.56,0.53,0.07200000000000001,0.038,312,45,1336.0,8,6,0.008
V91677,164,0.005,0.035,4.66,0.48,0.064,0.038,320,46,1388.3496882179193,9,5,0.006999999999999999
V91675,168,0.005,0.034,4.68,0.39,0.057999999999999996,0.039,369,44,1388.3496882179193,8,6,0.01
V91668,163,0.005,0.034,4.62,0.754,0.079,0.040999999999999995,343,48,1406.0,11,5,0.005
V91664,165,0.005,0.043,4.52,0.5820000000000001,0.066,0.036000000000000004,341,49,1388.3496882179193,12,5,0.005
V91662,160,0.005,0.038,4.55,0.39399999999999996,0.054000000000000006,0.036000000000000004,334,47,1379.0,8,4,0.008
V91659,163,0.01,0.05,4.53,0.937,0.068,0.039,356,50,1410.0,9,5,0.009000000000000001
V91655,164,0.01,0.035,4.6,0.657,0.073,0.038,294,41,1335.0,7,4,0.006999999999999999
V91654,175,0.01,0.046,4.54,0.33,0.047,0.036000000000000004,336,78,1406.0,10,6,0.013999999999999999
V91653,164,0.01,0.040999999999999995,4.58,0.408,0.053,0.037000000000000005,320,45,1417.0,8,4,0.012
V91651,160,0.01,0.040999999999999995,4.58,0.547,0.063,0.038,313,45,1368.0,9,5,0.009000000000000001
V91642,168,0.01,0.047,4.59,0.386,0.05,0.036000000000000004,321,46,1375.0,9,5,0.012
V91640,165,0.01,0.047,4.57,0.528,0.059000000000000004,0.039,323,47,1364.0,9,5,0.016
V91638,160,0.01,0.036000000000000004,4.71,0.5720000000000001,0.069,0.038,324,45,1393.0,7,3,0.009000000000000001
V91635,164,0.005,0.03,4.56,0.92,0.096,0.038,315,40,1366.0,8,4,0.004
V91634,175,0.005,0.040999999999999995,4.53,0.5,0.064,0.037000000000000005,352,50,1424.0,8,3,0.013999999999999999
V91631,163,0.005,0.04,4.58,0.58,0.071,0.039,339,48,1415.0,7,3,0.01
V91629,172,0.005,0.035,4.54,0.763,0.086,0.039,327,45,1401.0,10,5,0.008
V91628,160,0.005,0.042,4.54,0.54,0.066,0.038,401,56,1359.0,9,4,0.006
V91626,157,0.005,0.042,4.51,0.52,0.066,0.037000000000000005,350,50,1357.0,11,5,0.008
V91625,166,0.005,0.046,4.57,0.42,0.055,0.036000000000000004,386,54,1312.0,9,4,0.009000000000000001
V91624,169,0.005,0.04,4.55,0.49,0.064,0.039,340,49,1321.0,10,6,0.003
V91623,164,0.005,0.025,4.61,0.601,0.081,0.039,276,42,1336.0,6,3,0.004
V91621,170,0.005,0.038,4.5,0.53,0.068,0.037000000000000005,365,44,1382.0,10,5,0.006
V91620,161,0.005,0.061,4.52,0.33,0.034,0.031,467,74,1363.0,11,6,0.013000000000000001
V91617,155,0.005,0.043,4.55,0.52,0.055999999999999994,0.034,357,50,1374.0,10,6,0.006999999999999999
V91616,169,0.005,0.039,4.62,0.54,0.062,0.035,342,49,1388.3496882179193,8,3,0.009000000000000001
V91613,164,0.005,0.054000000000000006,4.55,0.34,0.04,0.033,400,58,1363.0,11,7,0.01
V91611,161,0.005,0.043,4.6,0.479,0.049,0.034,470,51,1344.0,11,6,0.006
V91608,172,0.005,0.027999999999999997,4.5,0.495,0.062,0.037000000000000005,305,43,1346.0,9,5,0.005
V91604,156,0.005,0.035,4.5,0.442,0.057,0.038,324,46,1388.3496882179193,7,3,0.006999999999999999
V91602,160,0.005,0.046,4.49,0.41,0.049,0.036000000000000004,438,47,1287.0,13,4,0.006
V91598,175,0.005,0.037000000000000005,4.52,0.465,0.055,0.038,325,47,1339.0,9,5,0.008
V91596,160,0.005,0.033,4.55,0.52,0.064,0.036000000000000004,313,49,1388.0,7,3,0.006
V91591,165,0.005,0.039,4.51,0.446,0.055999999999999994,0.037000000000000005,342,48,1309.0,8,3,0.009000000000000001
V91589,174,0.005,0.049,4.49,0.376,0.034,0.034,383,55,1404.0,12,5,0.01
V91586,163,0.005,0.043,4.51,0.359,0.044000000000000004,0.038,355,51,1344.0,11,5,0.011000000000000001
V91583,167,0.005,0.021,4.57,0.642,0.085,0.042,249,36,1406.0,8,4,0.008
V91581,167,0.005,0.042,4.57,0.431,0.053,0.038,352,51,1379.0,10,5,0.009000000000000001
V91580,156,0.005,0.039,4.55,0.43,0.052000000000000005,0.037000000000000005,368,52,1410.0,9,4,0.013000000000000001
V91579,165,0.005,0.04,4.57,0.495,0.057,0.037000000000000005,343,48,1349.0,10,5,0.009000000000000001
V91577,165,0.005,0.044000000000000004,4.56,0.4,0.048,0.039,361,52,1468.0,8,4,0.01
V91576,177,0.005,0.044000000000000004,4.54,0.39899999999999997,0.051,0.038,366,52,1395.0,11,6,0.006999999999999999
V91574,168,0.005,0.039,4.67,0.544,0.064,0.04,357,50,1396.0,8,3,0.009000000000000001
V91573,160,0.005,0.036000000000000004,4.55,0.537,0.066,0.039,365,53,1383.0,11,6,0.005
V91572,159,0.005,0.043,4.55,0.528,0.059000000000000004,0.033,356,51,1425.0,8,4,0.01
V91571,162,0.005,0.048,4.54,0.637,0.062,0.034,380,54,1358.0,12,6,0.009000000000000001
V91570,167,0.005,0.039,4.56,0.545,0.066,0.036000000000000004,356,51,1381.0,8,3,0.009000000000000001
V91569,178,0.005,0.028999999999999998,4.63,0.5529999999999999,0.071,0.045,289,42,1381.0,8,4,0.006
V91568,164,0.005,0.04,4.55,0.47100000000000003,0.057999999999999996,0.039,335,48,1330.0,8,3,0.006999999999999999
V91567,176,0.005,0.043,4.59,0.6559999999999999,0.057999999999999996,0.045,357,51,1390.0,11,5,0.005
V91564,159,0.005,0.04,4.55,0.46299999999999997,0.051,0.04,347,48,1336.0,8,3,0.01
V91563,170,0.005,0.040999999999999995,4.58,0.306,0.044000000000000004,0.036000000000000004,356,50,1374.0,11,5,0.01
V91561,165,0.005,0.043,4.61,0.42,0.046,0.034,368,51,1368.0,12,5,0.008
V91560,163,0.005,0.034,4.58,0.82,0.087,0.033,319,44,1379.0,7,3,0.009000000000000001
V91558,179,0.005,0.038,4.56,0.562,0.07,0.038,342,48,1362.0,8,3,0.006
V91557,161,0.005,0.027000000000000003,4.6,0.747,0.083,0.038,286,41,1401.0,9,4,0.004
V91556,162,0.005,0.025,4.57,0.7020000000000001,0.08199999999999999,0.037000000000000005,331,43,1409.0,7,3,0.005
V91555,170,0.005,0.025,4.58,0.654,0.081,0.040999999999999995,274,38,1361.0,8,4,0.004
V91552,159,0.005,0.037000000000000005,4.6,0.574,0.068,0.04,327,46,1343.0,9,5,0.004
V91550,147,0.005,0.027999999999999997,4.57,0.598,0.069,0.040999999999999995,296,43,1389.0,9,4,0.006
V91547,162,0.005,0.037000000000000005,4.58,0.44,0.057999999999999996,0.042,345,47,1363.0,11,5,0.004
V91548,165,0.005,0.035,4.65,0.5,0.059000000000000004,0.04,331,47,1380.0,8,3,0.01
V91545,158,0.005,0.033,4.5,0.5770000000000001,0.063,0.042,316,45,1394.0,10,4,0.006
V91544,160,0.005,0.035,4.6,0.48,0.065,0.040999999999999995,325,47,1388.3496882179193,8,3,0.006999999999999999
V91543,164,0.005,0.037000000000000005,4.55,0.45,0.059000000000000004,0.040999999999999995,352,50,1367.0,11,5,0.004
V91541,162,0.005,0.037000000000000005,4.48,0.42,0.057999999999999996,0.04,302,44,1349.0,9,4,0.006999999999999999
V91540,165,0.005,0.039,4.45,0.4,0.057999999999999996,0.04,325,46,1343.0,8,3,0.01
V91539,163,0.008,0.039,4.55,0.42200000000000004,0.054000000000000006,0.043,312,45,1332.0,10,4,0.006
V91537,165,0.008,0.034,4.54,0.518,0.062,0.04,297,43,1385.0,9,4,0.006
V91536,171,0.008,0.033,4.53,0.43,0.062,0.040999999999999995,289,41,1391.0,7,3,0.012
V91535,160,0.008,0.037000000000000005,4.53,0.445,0.06,0.04,303,44,1408.0,10,4,0.006
V91533,165,0.008,0.033,4.56,0.7,0.081,0.043,300,42,1346.0,9,4,0.003
V91532,164,0.008,0.027999999999999997,4.46,0.73,0.087,0.042,268,37,1352.0,7,2,0.006
V91531,164,0.008,0.038,4.55,0.435,0.063,0.040999999999999995,306,43,1357.0,10,3,0.004
V91529,165,0.008,0.026000000000000002,4.45,1.12,0.11,0.046,276,40,1365.0,9,4,0.004
V91528,163,0.005,0.059000000000000004,4.45,0.31,0.04,0.036000000000000004,412,59,1316.0,11,4,0.012
V91527,162,0.005,0.057999999999999996,4.42,0.34,0.04,0.04,431,61,1324.0,15,6,0.008
V91523,157,0.005,0.043,4.5,0.48,0.055999999999999994,0.04,361,50,1317.0,9,6,0.01
V91522,175,0.005,0.053,4.55,0.504,0.052000000000000005,0.039,403,56,1409.0,12,4,0.01
V91521,158,0.005,0.027000000000000003,4.54,0.893,0.10099999999999999,0.048,284,39,1421.0,7,4,0.005
V91520,176,0.005,0.023,4.57,0.924,0.105,0.048,295,48,1423.0,8,3,0.004
V91518,172,0.005,0.035,4.65,0.532,0.069,0.042,319,46,1363.0,9,3,0.01
V91516,173,0.005,0.03,4.54,0.748,0.09,0.044000000000000004,384,54,1408.0,10,6,0.003
V91515,166,0.005,0.034,4.57,0.7959999999999999,0.091,0.043,367,53,1450.0,11,3,0.003
V91514,164,0.005,0.057,4.52,0.32899999999999996,0.045,0.037000000000000005,430,60,1404.0,10,7,0.01
V91513,158,0.005,0.048,4.56,0.49200000000000005,0.054000000000000006,0.038,383,55,1409.0,10,6,0.008
V91511,177,0.005,0.042,4.62,0.5710000000000001,0.057999999999999996,0.04,351,51,1399.0,10,3,0.009000000000000001
V91512,167,0.005,0.036000000000000004,4.59,0.585,0.07,0.040999999999999995,328,47,1388.3496882179193,8,5,0.008
V91510,167,0.005,0.038,4.57,0.627,0.07200000000000001,0.043,338,48,1392.0,8,5,0.009000000000000001
V91508,171,0.005,0.035,4.59,0.9690000000000001,0.078,0.044000000000000004,333,46,1396.0,7,5,0.01
V91507,166,0.005,0.033,4.57,0.79,0.07400000000000001,0.043,321,45,1399.0,8,5,0.008
V91504,164,0.005,0.036000000000000004,4.58,0.6679999999999999,0.076,0.042,347,49,1408.0,9,5,0.005
V91503,169,0.005,0.036000000000000004,4.52,0.747,0.08199999999999999,0.045,321,46,1404.0,9,3,0.005
V91501,168,0.005,0.032,4.65,0.598,0.076,0.042,311,43,1324.0,7,5,0.006
V91499,170,0.005,0.036000000000000004,4.6,0.55,0.068,0.042,331,46,1399.0,8,4,0.01
V91498,164,0.005,0.032,4.58,0.557,0.068,0.043,307,44,1423.0,8,5,0.006999999999999999
V91494,175,0.005,0.040999999999999995,4.59,0.51,0.065,0.04,426,53,1416.0,12,5,0.008
V91496,168,0.005,0.033,4.62,0.67,0.07400000000000001,0.043,327,45,1372.0,8,4,0.008
V91495,168,0.005,0.038,4.58,0.52,0.064,0.040999999999999995,336,47,1442.0,8,5,0.005
V91493,167,0.005,0.04,4.54,0.611,0.08199999999999999,0.049,352,48,1388.3496882179193,9,5,0.009000000000000001
V91492,166,0.005,0.028999999999999998,4.62,0.759,0.084,0.043,294,42,1388.3496882179193,7,4,0.005
V91490,161,0.005,0.031,4.61,0.8809999999999999,0.091,0.046,418,51,1380.0,10,5,0.004
V91489,163,0.005,0.049,4.5,0.563,0.06,0.038,373,54,1388.3496882179193,9,6,0.013000000000000001
V91487,167,0.005,0.04,4.55,0.56,0.061,0.042,353,48,1361.0,8,5,0.009000000000000001
V91486,175,0.005,0.040999999999999995,4.55,0.55,0.053,0.042,337,47,1372.0,8,5,0.01
V91485,160,0.005,0.04,4.57,0.58,0.054000000000000006,0.04,354,50,1397.0,9,6,0.012
V91484,165,0.005,0.032,4.56,0.594,0.067,0.040999999999999995,312,43,1431.0,8,4,0.009000000000000001
V91483,177,0.005,0.034,4.57,0.708,0.07400000000000001,0.042,318,45,1431.0,8,4,0.006999999999999999
V91482,165,0.005,0.032,4.58,0.68,0.07400000000000001,0.04,324,45,1397.0,8,5,0.008
V91480,164,0.005,0.043,4.6,0.517,0.062,0.039,344,52,1345.0,9,5,0.005
